Price,Close,High,Low,Open,Volume,MA_short,MA_long,signal,return,strategy_return,equity_curve,buy_hold_curve,trade,cost,net_strategy_return,net_equity_curve
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,
2021-04-22,864.42138671875,868.0715224771913,850.9544798546892,858.0053442180699,14490954,898.5488555908203,925.038759765625,0,0.0027615329917272113,0.0,0.9502563298812231,0.9151086540814353,0.0,0.0,0.0,0.9488169240664668
2021-04-23,863.4918823242188,870.0892682363567,859.4109960022909,864.2400438171045,11828857,894.9656188964843,924.8628295898437,0,-0.001075290834785525,-0.0,0.9502563298812231,0.9141246461328686,0.0,0.0,-0.0,0.9488169240664668
2021-04-26,878.6817626953125,889.6321696188024,866.7338471259807,870.5880540621903,20846778,891.5728179931641,924.7394970703125,0,0.017591225444074654,0.0,0.9502563298812231,0.9302052188669768,0.0,0.0,0.0,0.9488169240664668
2021-04-27,901.7161254882812,905.5929405224553,878.8631979839778,879.6566953316482,19992524,890.2431365966797,925.034228515625,0,0.02621468177774844,0.0,0.9502563298812231,0.9545902526675755,0.0,0.0,0.0,0.9488169240664668
2021-04-28,905.63818359375,910.4898988549594,897.8618863960234,905.8875907227454,17122437,890.3757598876953,925.2428051757812,0,0.00434954859362735,0.0,0.9502563298812231,0.9587422893585561,0.0,0.0,0.0,0.9488169240664668
2021-04-29,917.7675170898438,927.0401972486708,910.1725631547909,917.2460348994038,17412606,891.0423034667969,924.9557836914063,0,0.013393133942257274,0.0,0.9502563298812231,0.9715828532560417,0.0,0.0,0.0,0.9488169240664668
2021-04-30,904.36865234375,923.1860285256435,901.2173310194296,910.7166908105166,19828769,890.2533325195312,924.52865234375,0,-0.014599410522373124,-0.0,0.9502563298812231,0.9573983163248581,0.0,0.0,-0.0,0.9488169240664668
2021-05-03,888.2944946289062,897.3404357451366,881.0622873144365,891.4458158814281,23640186,889.2546539306641,923.8616552734375,0,-0.017773899695866513,-0.0,0.9502563298812231,0.9403816146815086,0.0,0.0,-0.0,0.9488169240664668
2021-05-04,869.0463256835938,892.2620588404909,866.5071582786076,884.190958253908,21849830,886.8684722900391,922.5657470703125,0,-0.02166867976971265,-0.0,0.9502563298812231,0.9200047866116496,0.0,0.0,-0.0,0.9488169240664668
2021-05-05,870.6333618164062,878.9764773257763,865.1694924935965,872.1070167804479,12393609,885.2247833251953,921.086201171875,0,0.0018261812816067202,0.0,0.9502563298812231,0.9216848821319484,0.0,0.0,0.0,0.9488169240664668
2021-05-06,875.5758056640625,877.3895395810054,864.51205875474,871.4269155650811,14624666,884.016390991211,919.8465197753907,0,0.005676837190507822,0.0,0.9502563298812231,0.9269171371487639,0.0,0.0,0.0,0.9488169240664668
2021-05-07,875.9158325195312,886.7528395578353,873.3086014127246,878.6364032493998,12288548,882.4044403076172,918.499375,0,0.0003883465637917194,0.0,0.9502563298812231,0.9272771022338953,0.0,0.0,0.0,0.9488169240664668
2021-05-10,873.3992309570312,882.7399146478764,871.0187391792962,879.2031788665513,13941237,880.6099822998046,917.7566528320312,0,-0.0028731088867992582,-0.0,0.9502563298812231,0.9246129341509416,0.0,0.0,-0.0,0.9488169240664668
2021-05-11,876.5506591796875,878.9991548596583,866.0536709526697,868.320883202796,13478264,879.5013427734375,916.9377575683594,0,0.0036082333381528553,0.0,0.9502563298812231,0.9279491533648323,0.0,0.0,0.0,0.9488169240664668
2021-05-12,867.4819946289062,876.4372641804301,864.6934200952072,875.1676804843173,13177961,879.5466827392578,915.5969592285156,0,-0.010345853323831977,-0.0,0.9502563298812231,0.9183487275321457,0.0,0.0,-0.0,0.9488169240664668
2021-05-14,878.432373046875,880.5634577549068,864.2399737584975,874.2380874670803,13291616,879.6713745117188,913.7193005371093,0,0.01262317660282175,0.0,0.9502563298812231,0.9299412057027606,0.0,0.0,0.0,0.9488169240664668
2021-05-17,888.8839721679688,890.2895633789483,875.3036666921718,878.4323799585411,11873078,880.03525390625,912.5816418457031,0,0.011898012233818367,0.0,0.9502563298812231,0.9410056575449439,0.0,0.0,0.0,0.9488169240664668
2021-05-18,901.398681640625,908.0414631541172,894.3931533556103,898.2473602910601,12064918,881.3014617919922,911.5500854492187,0,0.014079126032763511,0.0,0.9502563298812231,0.9542541947950627,0.0,0.0,0.0,0.9488169240664668
2021-05-19,905.52490234375,914.3214965481937,894.1664727852633,897.7938805270868,16317002,883.4631988525391,910.562060546875,0,0.004577575702257475,0.0,0.9502563298812231,0.9586223656109338,0.0,0.0,0.0,0.9488169240664668
2021-05-20,900.242431640625,911.8049324349585,898.2473543943751,905.9103124284246,11422532,885.3732788085938,908.5968896484375,0,-0.005833600698834984,-0.0,0.9502563298812231,0.953030145508987,0.0,0.0,-0.0,0.9488169240664668
2021-05-21,908.018798828125,911.2154560407943,900.5145161905418,903.2350870037179,10785605,887.5531494140625,907.0252990722656,0,0.008638081159236366,0.0,0.9502563298812231,0.9612624972530925,0.0,0.0,0.0,0.9488169240664668
2021-05-24,900.3557739257812,911.3061808075764,898.7007755187158,910.4899555985552,8551760,889.3963439941406,905.2746020507813,0,-0.008439280015164363,-0.0,0.9502563298812231,0.9531501338706976,0.0,0.0,-0.0,0.9488169240664668
2021-05-25,890.153564453125,905.5022080454436,888.7252453359569,905.2301329831129,14780102,889.9699340820313,903.2074096679687,0,-0.0113313089870819,-0.0,0.9502563298812231,0.9423496951927303,0.0,0.0,-0.0,0.9488169240664668
2021-05-26,893.2822265625,897.5671839561246,891.1284738713696,895.5267109206686,7480204,889.5482391357422,901.2032421875,0,0.0035147442355041303,0.0,0.9502563298812231,0.9456618133517379,0.0,0.0,0.0,0.9488169240664668
2021-05-27,896.0254516601562,903.688408956417,889.7454175640542,893.3955528291013,26819294,889.0676025390625,899.3364660644531,0,0.003070950049250065,0.0,0.9502563298812231,0.9485658935440243,0.0,0.0,0.0,0.9488169240664668
2021-05-28,949.8477172851562,954.4726930793016,902.3281359107765,902.3281359107765,56469931,890.6716125488281,898.9483264160157,0,0.06006778660726453,0.0,0.9502563298812231,1.005544147220356,0.0,0.0,0.0,0.9488169240664668
2021-05-31,979.5474853515625,993.7852201877816,945.4268031702701,953.1124286476038,59124142,894.4305541992187,899.4144519042969,0,0.03126792592742533,0.0,0.9502563298812231,1.0369854271323982,0.0,0.0,0.0,0.9488169240664668
2021-06-01,983.4470825195312,998.4556475299046,973.2901730558312,982.1321030027278,28013832,899.18818359375,900.0338391113281,0,0.003981019017744947,0.0,0.9502563298812231,1.0411136858389367,0.0,0.0,0.0,0.9488169240664668
2021-06-02,998.1156005859375,1001.856407995626,978.0512481274061,978.0512481274061,24630162,905.6416473388672,901.3569519042969,1,0.014915411644545573,0.0,0.9502563298812231,1.0566423250319945,1.0,0.0005,-0.0005,0.9483425156044336
2021-06-03,1001.9243774414062,1020.220331233519,995.7804103170117,1007.0707759680465,23974257,912.2061981201172,903.1756640625,1,0.003815967662696318,0.003815967662696318,0.9538824773073223,1.0606744379753528,0.0,0.0,0.003815967662696318,0.9519613599771402
2021-06-04,993.2411499023438,1005.0076615198449,990.4071796454298,1004.2595000884415,14468646,918.0894653320313,904.1596105957032,1,-0.008666549826082393,-0.008666549826082393,0.9456156072895116,1.0514820501093873,0.0,0.0,-0.008666549826082393,0.9437111394183931
2021-06-07,1009.9727783203125,1016.5928919877746,990.7473191357551,998.4556731308024,16336573,924.7923126220703,905.6559338378906,1,0.016845484522679977,0.016845484522679977,0.9615449603665116,1.069194774710381,0.0,0.0,0.016845484522679977,0.9596084108113464
2021-06-08,1004.1690063476562,1009.8595558259918,996.7100586358719,1009.6102086167044,9674735,931.3308013916015,906.8085583496094,1,-0.005746463763417919,-0.005746463763417919,0.9560194770948683,1.0630506856814719,0.0,0.0,-0.005746463763417919,0.9540940558515479
2021-06-09,986.2129516601562,1007.0707400246994,978.4819302316137,1006.1639031267835,11409161,936.813916015625,907.9666223144532,1,-0.017881506573091177,-0.017881506573091177,0.9389244085311933,1.0440417378579296,0.0,0.0,-0.017881506573091177,0.9370334167204912
2021-06-10,989.8405151367188,1011.1517839840507,987.3692913998711,994.556163411871,14155653,942.9318420410157,909.7037182617188,1,0.0036782760462190645,0.0036782760462190645,0.9423780316923039,1.0478820115735454,0.0,0.0,0.0036782760462190645,0.940480084291721
2021-06-11,1007.0098266601562,1013.7668141971928,991.9716855769274,993.2457554895082,13762778,949.3607147216796,911.7551818847656,1,0.017345533205484154,0.017345533205484154,0.9587240811331416,1.0660580838007239,0.0,0.0,0.017345533205484154,0.9567932128228996
2021-06-14,1021.4566040039062,1027.5310032039945,998.7742213753509,1007.8517599235836,20332436,955.9893463134765,913.7813525390625,1,0.014346212878243891,0.014346212878243891,0.9724781408925763,1.081351980011502,0.0,0.0,0.014346212878243891,0.9705195719345159
2021-06-15,1023.777099609375,1035.1068867541692,1019.3634688990921,1028.7822714120728,15174215,962.108267211914,916.091533203125,1,0.002271751532441968,0.002271751532441968,0.9746873695994154,1.0838085430292022,0.0,0.0,0.002271751532441968,0.972724351259323
2021-06-16,1006.3045654296875,1022.434740881434,1003.6882448935254,1021.456501659872,10797349,967.147250366211,917.8822253417969,1,-0.01706673668160208,-0.01706673668160208,0.9580526369155787,1.065311468012052,0.0,0.0,-0.01706673668160208,0.9561231208925979
2021-06-17,1008.1473999023438,1016.9519142263862,991.8807422543711,1001.0264608448158,15745975,972.5424987792969,919.9750305175781,1,0.0018312889913894015,0.0018312889913894015,0.9598071081627338,1.0672623611758232,0.0,0.0,0.0018312889913894015,0.9578740586383013
2021-06-18,1012.697509765625,1016.9519117351164,993.9055193524756,1012.6292689125116,29369026,977.7764343261719,922.2341076660156,1,0.004513337894559877,0.004513337894559877,0.9641390419554726,1.0720792768339555,0.0,0.0,0.004513337894559877,0.9621972679253694
2021-06-21,1017.9756469726562,1022.6394940703871,1001.0947614747922,1002.6190479059233,12186448,983.6574279785157,924.4305236816406,1,0.005211958315423093,0.005211958315423093,0.9691640944524165,1.077666909335643,0.0,0.0,0.005211958315423093,0.9672121999770105
2021-06-22,1012.742919921875,1028.7821668704214,1009.8308290128952,1025.596992217332,12871913,989.7868957519531,926.4996142578125,1,-0.00514032635883066,-0.00514032635883066,0.9641822747116705,1.0721273497155455,0.0,0.0,-0.00514032635883066,0.9622404136108861
2021-06-23,1003.4607543945312,1024.0499936427696,1001.7999261642769,1023.7770302436452,16653951,995.2958221435547,928.5943603515625,1,-0.009165371926825983,-0.009165371926825983,0.955345185558685,1.0623009038024802,0.0,0.0,-0.009165371926825983,0.9534211223371194
2021-06-24,979.868408203125,1007.6696350296437,973.7257686881059,1004.143316081599,91461975,999.4879699707031,930.860224609375,1,-0.023510980462451037,-0.023510980462451037,0.9328840835661181,1.037325168007936,0.0,0.0,-0.023510980462451037,0.9310052569573632
2021-06-25,957.5499877929688,979.868355835384,946.9254774381874,979.868355835384,55355022,999.8730834960937,932.4924536132812,1,-0.02277695680696923,-0.02277695680696923,0.9116358230888235,1.0136980574614372,0.0,0.0,-0.02277695680696923,0.9097997904325841
2021-06-28,949.1550903320312,967.5830690553377,946.8800342020979,965.535542609245,20277042,998.3534637451172,933.843427734375,1,-0.008767059232371421,-0.008767059232371421,0.9036434578294521,1.004810906547933,0.0,0.0,-0.008767059232371421,0.9018235217802625
2021-06-29,949.97412109375,959.6203929887992,948.2906059997632,950.7476377872767,27144063,996.6798156738281,935.3214196777344,1,0.000862905093236277,0.000862905093236277,0.9044232163716828,1.0056779629969326,0.0,0.0,0.000862905093236277,0.902601709890407
2021-06-30,960.3711547851562,965.8312654969786,951.4529057551116,953.8189497184267,19762858,994.792593383789,937.2830395507813,1,0.010944544130776501,0.010944544130776501,0.9143217161761614,1.0166846498443018,0.0,0.0,0.010944544130776501,0.9124802741368169
2021-07-01,954.5924682617188,966.0587361622839,953.2501575281797,963.7154392931002,12534407,992.4259979248047,939.134072265625,1,-0.006017138784983889,-0.006017138784983889,0.9088201155158048,1.0105671172056259,0.0,0.0,-0.006017138784983889,0.9069897536887755
2021-07-02,968.7432861328125,970.4951021153942,952.3173409366497,954.1601447164786,14086620,991.2011047363281,941.2205102539062,1,0.014823936225750733,0.014823936225750733,0.9222924069488905,1.025547699702923,0.0,0.0,0.014823936225750733,0.9204349119548674
2021-07-05,978.3668212890625,979.8911076185376,969.8580780772137,972.1103871470752,11702287,989.6208068847657,943.5180090332032,1,0.009934040621501383,0.009934040621501383,0.9314544971844231,1.035735532211059,0.0,0.0,0.009934040621501383,0.929578549759675
2021-07-06,966.8095703125,977.775345876362,964.7165499262375,975.9780960314433,10070124,987.7528350830078,945.2805651855468,1,-0.011812799376551886,-0.011812799376551886,0.9204514120807965,1.0235005961618837,0.0,0.0,-0.011812799376551886,0.9185976248466179
2021-07-07,960.0980834960938,968.15182763501,954.6152261057076,968.15182763501,10454892,986.4470916748047,946.4482043457032,1,-0.0069418911670856565,-0.0069418911670856565,0.9140617385535413,1.0163955664138806,0.0,0.0,-0.0069418911670856565,0.9122208201085893
2021-07-08,952.1581420898438,963.2377120648708,946.880007204719,963.2377120648708,11185460,984.5629730224609,947.378603515625,1,-0.008269927357148266,-0.008269927357148266,0.9065025143757549,1.0079900489135103,0.0,0.0,-0.008269927357148266,0.9046768201926131
2021-07-09,942.4209594726562,951.7487141684176,940.1004093189325,950.0651388442453,9037675,981.333529663086,947.8716723632813,1,-0.010226434230574233,-0.010226434230574233,0.8972322260326411,0.997681904973223,0.0,0.0,-0.010226434230574233,0.8954252021909883
2021-07-12,948.2905883789062,956.2077909534229,943.9224517127791,946.3112426024383,8585292,977.6752288818359,948.7501110839844,1,0.0062282452944748545,0.0062282452944748545,0.9028204084224801,1.003895712603255,0.0,0.0,0.0062282452944748545,0.9010021299930885
2021-07-13,955.3887329101562,956.9130192420056,950.0877909959721,955.525214607773,6717133,974.255810546875,950.0919958496094,1,0.007485199809252885,0.007485199809252885,0.9095781995713936,1.0114100725997428,0.0,0.0,0.007485199809252885,0.9077463109646492
2021-07-14,949.1550903320312,958.6420731903104,946.9937689554591,955.6844881859736,8532544,971.3983367919922,951.6941711425782,1,-0.006524718539580254,-0.006524718539580254,0.9036434578294521,1.0048109065479331,0.0,0.0,-0.006524718539580254,0.9018235217802626
2021-07-15,947.4943237304688,953.2502049164673,945.7425076403309,953.2502049164673,9448356,968.3656829833984,953.2313903808594,1,-0.0017497315438529393,-0.0017497315438529393,0.9020623243668916,1.0030527572091388,0.0,0.0,-0.0017497315438529393,0.9002455727172152
2021-07-16,961.16748046875,962.2367677645958,949.8831867469639,949.951427604271,8828185,965.7891815185546,954.9432238769531,1,0.014430858735329899,0.014430858735329899,0.9150798583402936,1.017527669852507,0.0,0.0,0.014430858735329899,0.9132368894042034
2021-07-19,955.0474853515625,966.4455126172754,951.9989126340373,955.525231478772,8354449,962.6427734375,956.5258569335938,1,-0.006367251536852692,-0.006367251536852692,0.9092533147059334,1.0110488152328485,0.0,0.0,-0.006367251536852692,0.907422080416634
2021-07-20,952.7041625976562,959.1653798198789,948.2450982877981,955.2977362314513,6741464,959.640835571289,958.1119555664062,1,-0.002453619102555593,-0.002453619102555593,0.9070223534039089,1.008568086546177,0.0,0.0,-0.002453619102555593,0.905195612266043
2021-07-22,964.9440307617188,966.4000763573125,954.6835309155986,964.1705140611995,7972397,957.7149993896485,959.8798229980468,0,0.012847501506332293,0.012847501506332293,0.9186753244555427,1.0215256665573178,1.0,0.0005,0.012347501506332292,0.9163725164520233
2021-07-23,958.1187744140625,971.200376447822,956.4579462312084,971.200376447822,9937030,956.6275177001953,961.69255859375,0,-0.007073214746215362,-0.0,0.9186753244555427,1.014300196148987,0.0,0.0,-0.0,0.9163725164520233
2021-07-26,944.99169921875,965.0804452589716,942.3753787545852,959.1653356602167,12389668,955.9996032714844,963.0237451171874,0,-0.013700885052941758,-0.0,0.9186753244555427,1.0004033857523735,0.0,0.0,-0.0,0.9163725164520233
2021-07-27,935.0496215820312,948.1084764530683,929.1345122097594,944.9689160871274,10824523,955.2943298339844,963.9470581054687,0,-0.010520809489584004,-0.0,0.9186753244555427,0.989878332318138,0.0,0.0,-0.0,0.9163725164520233
2021-07-28,927.0187377929688,936.414732655119,917.4179602018662,936.414732655119,12897848,954.1465606689453,964.4594592285156,0,-0.008588724709042594,-0.0,0.9186753244555427,0.9813765398264114,0.0,0.0,-0.0,0.9163725164520233
2021-07-29,934.25341796875,943.8769425785124,929.7715466212894,934.5946824013536,13765738,952.840673828125,965.0340295410156,0,0.007804243734064631,0.0,0.9186753244555427,0.9890354415381096,0.0,0.0,0.0,0.9163725164520233
2021-07-30,926.0859985351562,940.9421040230186,924.1748936428288,936.4147387774315,11350608,951.4153503417969,965.5509008789063,0,-0.008742188443207732,-0.0,0.9186753244555427,0.9803891073311723,0.0,0.0,-0.0,0.9163725164520233
2021-08-02,943.0125122070312,946.1520730211323,928.7478864764136,934.7312977266258,10925104,950.1288116455078,966.2507751464843,0,0.018277474984665254,0.0,0.9186753244555427,0.9983081447156561,0.0,0.0,0.0,0.9163725164520233
2021-08-03,949.9513549804688,951.430147484226,939.2358562430207,950.9751482931742,11817299,948.7080383300781,967.2426867675781,0,0.007358166178726311,0.0,0.9186753244555427,1.0056538619420499,0.0,0.0,0.0,0.9163725164520233
2021-08-04,957.2315673828125,961.8954143261994,949.6100753022611,952.9771655453944,13169800,948.2291381835937,968.5842468261719,0,0.007663773901868343,0.0,0.9186753244555427,1.0133609657635145,0.0,0.0,0.0,0.9163725164520233
2021-08-05,971.109375,980.4598152724985,957.4589790719469,962.0318379378849,21252078,948.7797027587891,970.1407897949218,0,0.01449785829267114,0.0,0.9186753244555427,1.0280525294444784,0.0,0.0,0.0,0.9163725164520233
